,0
3359,love: 0.3732796013355255
3360,
3361,b'you looked rather cold LoL you celebrated my birthday well':
3362,amusement: 0.998830258846283
3363,joy: 0.38117334246635437
3364,grief: 0.34954899549484253
3365,
3366,b' JennyMcCarthy':
3367,neutral: 0.8819014430046082
3368,amusement: 0.41550883650779724
3369,love: 0.3732796013355255
3370,
3371,b' JennyMcCarthy':
3372,neutral: 0.8819014430046082
3373,amusement: 0.41550883650779724
3374,love: 0.3732796013355255
3375,
3376,b'when u thawed out get some thing warm to cuddle up to apart from donnie lol warm hot drink':
3377,amusement: 0.996234118938446
3378,nervousness: 0.36502283811569214
3379,embarrassment: 0.3584524691104889
3380,
3381,b' JennyMcCarthy Hey sis you ready for it ':
3382,neutral: 0.5801118016242981
3383,caring: 0.3685731887817383
3384,nervousness: 0.35997581481933594
3385,
3386,b'You looked amazing Happy New Year ':
3387,joy: 0.9963197708129883
3388,admiration: 0.9962474703788757
3389,excitement: 0.45106184482574463
3390,
3391,b' HappyNewYear Jenny Xo':
3392,neutral: 0.6307174563407898
3393,anger: 0.49636322259902954
3394,admiration: 0.4187766909599304
3395,
3396,b' JennyMcCarthy Happy New Year sis ':
3397,joy: 0.9963106513023376
3398,excitement: 0.4559594690799713
3399,sadness: 0.3815145194530487
3400,
3401,b'Try and stay warm HappyNewYear2018':
3402,neutral: 0.3913634419441223
3403,admiration: 0.3901383578777313
3404,approval: 0.3734123706817627
3405,
3406,b'Jenny I had a lot of fun at NavyPier tonight Im sorry I couldnt watch RockinEve due to no tel':
3407,remorse: 0.9971555471420288
3408,sadness: 0.5411696434020996
3409,amusement: 0.5147837400436401
3410,
3411,b' JennyMcCarthy She looked amazing but I felt hot under the collar from all the negative feedback she wa':
3412,admiration: 0.9796504974365234
3413,joy: 0.3928889334201813
3414,excitement: 0.3674706518650055
3415,
3416,b' JennyMcCarthy Yeah you thought that was sweet indeed ':
3417,neutral: 0.4486739933490753
3418,curiosity: 0.3653170168399811
3419,approval: 0.3624582290649414
3420,
3421,b'To Funny I know its cold there thats why I am in Vegas ':
3422,amusement: 0.9958920478820801
3423,curiosity: 0.39348429441452026
3424,confusion: 0.3823698163032532
3425,
3426,b'You were amazing as always I told my husband that you have always been the best party host mtvthrowback ':
3427,admiration: 0.9564138054847717
3428,joy: 0.3821777403354645
3429,excitement: 0.3711766004562378
3430,
3431,b' JennyMcCarthy YouTube Oh really Me and my mother saw his film The Cookie Hero and we were a li':
3432,neutral: 0.39050477743148804
3433,admiration: 0.3666866719722748
3434,approval: 0.35923194885253906
3435,
3436,b' JennyMcCarthy Excuse me She was defending the name of Dick Clark Productions FYI She doesnt want the':
3437,neutral: 0.5538936853408813
3438,desire: 0.37721341848373413
3439,embarrassment: 0.364493191242218
3440,
3441,b'Happy New Year JennyMcCarthy':
3442,joy: 0.9959361553192139
3443,excitement: 0.5881525278091431
3444,optimism: 0.37972164154052734
3445,
3446,b'God bless you for entertaining us while you froze tote arse off Heres to a fantastic 2018 bless yo':
3447,curiosity: 0.46744880080223083
3448,confusion: 0.35906651616096497
3449,neutral: 0.35852643847465515
3450,
3451,b'Lol was worried you would be so cold and was sad my tv and WiFi froze less than 2 minutes til the en':
3452,amusement: 0.9974020719528198
3453,sadness: 0.5641371011734009
3454,pride: 0.3689056932926178
3455,
3456,b' HappyNewYear Jenny love you ':
3457,love: 0.9998600482940674
3458,excitement: 0.3762269914150238
3459,anger: 0.36798015236854553
3460,
3461,b' karencass JennyMcCarthy Im saying what is up with that crap The woman stands out there as does her hu':
3462,neutral: 0.5238012671470642
3463,curiosity: 0.4940130412578583
3464,confusion: 0.3740597367286682
3465,
3466,b'Happy New Year Feliz a o from Spain ':
3467,joy: 0.9892646670341492
3468,excitement: 0.5138742327690125
3469,pride: 0.3652183711528778
3470,
3471,b'Is that a real dead person laying there ':
3472,neutral: 0.6201236248016357
3473,curiosity: 0.4417974650859833
3474,confusion: 0.37196940183639526
3475,
3476,b'HAPPY New Year to you and the family':
3477,joy: 0.9814285039901733
3478,excitement: 0.49551060795783997
3479,optimism: 0.37627100944519043
3480,
3481,b'You all were so amazing loved watching you guys as always My heart goes out to ALL of you guys in t':
3482,admiration: 0.983516275882721
3483,love: 0.571151614189148
3484,joy: 0.40398576855659485
3485,
3486,b'Your my celebrity free pass ':
3487,neutral: 0.4735759496688843
3488,curiosity: 0.438660204410553
3489,approval: 0.3769896626472473
3490,
3491,b'Happy new year jenny ':
3492,joy: 0.9964383840560913
3493,excitement: 0.5779120922088623
3494,surprise: 0.3729395270347595
3495,
3496,b'Itll be a happy new year if no children die from the preventable diseases youve helped bring back':
3497,joy: 0.9567441940307617
3498,excitement: 0.4007687270641327
3499,embarrassment: 0.3582977056503296
3500,
3501,b'I m sure u thawed out by now ':
3502,confusion: 0.4138411581516266
3503,approval: 0.39055299758911133
3504,curiosity: 0.3706854283809662
3505,
3506,b'You did such a great job Happy New Year Loved what your husband said at the end about Dick Clark':
3507,admiration: 0.9927002787590027
3508,joy: 0.9407612085342407
3509,love: 0.708524227142334
3510,
3511,b'Your left ear must be frost bitten Happy New Year To you and Donnie Danny Reagan ':
3512,joy: 0.9424300193786621
3513,excitement: 0.38694262504577637
3514,embarrassment: 0.3708830773830414
3515,
3516,b'Happy New Year to you DonnieWahlberg and your family':
3517,joy: 0.9769611954689026
3518,excitement: 0.48602190613746643
3519,optimism: 0.3697296380996704
3520,
3521,b'Happy New Year ':
3522,joy: 0.9976206421852112
3523,excitement: 0.6181818842887878
3524,optimism: 0.37387415766716003
3525,
3526,b' Hope youve warmed up now ':
3527,optimism: 0.9980785846710205
3528,neutral: 0.5125267505645752
3529,fear: 0.37012895941734314
3530,
3531,b'I felt so bad for you last night you looked soooo cold DonnieWahlberg looked like he was trying':
3532,love: 0.37895768880844116
3533,approval: 0.37051787972450256
3534,sadness: 0.36631059646606445
3535,
3536,b'You did amazing despite the frigid temps Great job again bittercold happynewyear 2018':
3537,admiration: 0.9978610873222351
3538,excitement: 0.3709321916103363
3539,curiosity: 0.3657638132572174
3540,
3541,b'Happy New year':
3542,joy: 0.9976206421852112
3543,excitement: 0.6181818842887878
3544,optimism: 0.37387415766716003
3545,
3546,b'Your face was noticeable frozen Military grade bio toxins are ok for injection into the body but no':
3547,neutral: 0.4382782578468323
3548,approval: 0.38258782029151917
3549,annoyance: 0.36057502031326294
3550,
3551,b'Two words Hazard Pay ':
3552,neutral: 0.6252414584159851
3553,desire: 0.3756225109100342
3554,approval: 0.36607420444488525
3555,
3556,b'Bahahahaha Happy New Year ':
3557,joy: 0.9982330799102783
3558,excitement: 0.46870580315589905
3559,sadness: 0.3808080852031708
3560,
3561,b'Girl i have no idea hlw you did it Me and my son were there in layers of clothes and face masks Co':
3562,neutral: 0.42813563346862793
3563,curiosity: 0.38222798705101013
3564,annoyance: 0.36479702591896057
3565,
3566,b'Stinks you couldnt keep the purple jacket on all night Hey at least it was a lityle warmer than i':
3567,neutral: 0.40036752820014954
3568,approval: 0.37729498744010925
3569,annoyance: 0.3621714413166046
3570,
3571,b'You were great And Happy New Year cant wait to listen to your show soon ':
3572,joy: 0.9606062173843384
3573,admiration: 0.9453588724136353
3574,excitement: 0.4027780592441559
3575,
3576,b'You crack me up ':
3577,neutral: 0.468496710062027
3578,anger: 0.4636177122592926
3579,annoyance: 0.3663847744464874
3580,
3581,b'Your face OMG':
3582,amusement: 0.39501461386680603
3583,surprise: 0.38664939999580383
3584,approval: 0.37311410903930664
3585,
3586,b'You did a great job as usual I felt the frostbite through the screen':
3587,admiration: 0.9920016527175903
3588,approval: 0.38339927792549133
3589,joy: 0.3759602904319763
3590,
3591,b'Thank you so much for hosting Happy New Year':
3592,gratitude: 0.9952360987663269
3593,joy: 0.9785323143005371
3594,excitement: 0.3988957405090332
3595,
3596,b'What a trooper A true McCarthy Happy New Year ':
3597,joy: 0.9913871884346008
3598,excitement: 0.428881973028183
3599,curiosity: 0.3824840188026428
3600,
3601,b'Lololol':
3602,joy: 0.4331669807434082
3603,admiration: 0.3953443467617035
3604,excitement: 0.3846975862979889
3605,
3606,b'lol':
3607,amusement: 0.9977189898490906
3608,anger: 0.4378068149089813
3609,admiration: 0.41051846742630005
3610,
3611,b'When are you flying back to STC ':
3612,neutral: 0.6231945157051086
3613,curiosity: 0.5038224458694458
3614,confusion: 0.37098586559295654
3615,
3616,b'I bet DonnieWahlberg could warm you up ':
3617,neutral: 0.547420084476471
3618,disapproval: 0.3650355041027069
3619,confusion: 0.3607708215713501
3620,
3621,b'You were a trooper Enjoyed seeing you and the rest of the family on there last night Those shout outs were cool ':
3622,joy: 0.525235652923584
3623,admiration: 0.4654851257801056
3624,neutral: 0.3855024576187134
3625,
3626,b'Thanks Jenny for another great NewYearsRockinEve ':
3627,admiration: 0.9977140426635742
3628,gratitude: 0.9922583699226379
3629,love: 0.38749629259109497
3630,
3631,b'Poor Jenny You did great Happy New Year DonnieWahlberg trying to warm you up was so cute ':
3632,admiration: 0.9594728946685791
3633,joy: 0.9576771259307861
3634,curiosity: 0.3795657753944397
3635,
3636,b' JennyMcCarthy':
3637,neutral: 0.8819014430046082
3638,amusement: 0.41550883650779724
3639,love: 0.3732796013355255
3640,
3641,b'My 9 year old son thought you were so funny He liked when they showed your dummy decoy then caught':
3642,amusement: 0.9883137941360474
3643,joy: 0.37445852160453796
3644,pride: 0.3587298095226288
3645,
3646,b'Try not to give anyone a communicable disease thats easily prevented by vaccines Sad to see you ha':
3647,sadness: 0.579004168510437
3648,desire: 0.4016985297203064
3649,disapproval: 0.37691497802734375
3650,
3651,b'Happy New Year Jenny ':
3652,joy: 0.9964383840560913
3653,excitement: 0.5779120922088623
3654,surprise: 0.3729395270347595
3655,
3656,b'You were terrific and looked great ':
3657,admiration: 0.9980095028877258
3658,approval: 0.3782230615615845
3659,excitement: 0.365009605884552
3660,
3661,b'Id be ok if you skipped next year ':
3662,curiosity: 0.43252643942832947
3663,optimism: 0.41069790720939636
3664,approval: 0.39455533027648926
3665,
3666,b'HAPPY NEW YEAR JENNY':
3667,joy: 0.9964383840560913
3668,excitement: 0.5779120922088623
3669,surprise: 0.3729395270347595
3670,
3671,b'Loved the fall':
3672,love: 0.857379674911499
3673,anger: 0.4050324261188507
3674,amusement: 0.37797480821609497
3675,
3676,b'Oh my goodness you are funny ':
3677,amusement: 0.9964904189109802
3678,curiosity: 0.43770256638526917
3679,joy: 0.40801510214805603
3680,
3681,b'I got to watched it even though I have been sick':
3682,approval: 0.38519418239593506
3683,disapproval: 0.37477391958236694
3684,confusion: 0.3713717758655548
3685,
3686,b'Hope youre toasty warm now you were a trooper keeping the smiles going in the Arctic weather HappyNewYear':
3687,optimism: 0.9957215785980225
3688,curiosity: 0.43454328179359436
3689,caring: 0.3736717402935028
3690,
3691,b'Your the only reason that I watch every year and it comes with bonus footage of DonnieWahlberg Lo':
3692,neutral: 0.4562433660030365
3693,approval: 0.3723062574863434
3694,nervousness: 0.3614729940891266
3695,
3696,b'You did great last night I dont know if I could stand out there in the cold as long as you did ':
3697,admiration: 0.8291381597518921
3698,curiosity: 0.4357001483440399
3699,approval: 0.38670408725738525
3700,
3701,b'It was awesome I loved watching it ':
3702,admiration: 0.9957236051559448
3703,love: 0.958051860332489
3704,joy: 0.4850289225578308
3705,
3706,b'Thank you for braving the cold you did amazing last night ':
3707,gratitude: 0.9946534633636475
3708,admiration: 0.9913713932037354
3709,joy: 0.36625567078590393
3710,
3711,b'I wanted to give you a big hug a huge cup of hot cocoa At one point you were visibly shaking so bad':
3712,approval: 0.3688620328903198
3713,annoyance: 0.3653467297554016
3714,embarrassment: 0.3629063069820404
3715,
3716,b'You rocked it So cool to see Evan there too TY for all yo continue to do via GR warriormom':
3717,admiration: 0.40781715512275696
3718,curiosity: 0.3761012852191925
3719,neutral: 0.36124783754348755
3720,
3721,b'Love your spirit Jenny Its always a pleasure watching you and Ryan host You are both beautiful o':
3722,admiration: 0.9827828407287598
3723,love: 0.8822832703590393
3724,optimism: 0.38717344403266907
3725,
3726,b' JennyMcCarthy Probably because they thought she was Joan Rivers Joan was always a great hostess':
3727,admiration: 0.9308059811592102
3728,neutral: 0.4323403537273407
3729,excitement: 0.3522152006626129
3730,
3731,b' JennyMcCarthy Probably because you guys have nerves in your face while hers is frozen with Botox so she felt nothing':
3732,neutral: 0.5243564248085022
3733,curiosity: 0.35826194286346436
3734,approval: 0.35783571004867554
3735,
3736,b'It was fun watching all the photos and clips from over there while we are scorching in the blazing S':
3737,amusement: 0.5327213406562805
3738,joy: 0.41749274730682373
3739,neutral: 0.40000665187835693
3740,
3741,b' JennyMcCarthy DonnieWahlberg probably would have something to say about that ':
3742,neutral: 0.6351874470710754
3743,curiosity: 0.3966312110424042
3744,approval: 0.3615801930427551
3745,
3746,b'Oh my God LMAO ':
3747,amusement: 0.8361162543296814
3748,joy: 0.3829915225505829
3749,surprise: 0.3702632784843445
3750,
3751,b'Great post Hope u thawed ok I know its soo cold up in there ':
3752,optimism: 0.9995943903923035
3753,admiration: 0.7251224517822266
3754,desire: 0.3715696334838867
3755,
3756,b'Did you ever get indoors with Ryan on NYE wait or were you pissed about not getting tea Im so confused':
3757,curiosity: 0.561800479888916
3758,neutral: 0.40494245290756226
3759,confusion: 0.38543105125427246
3760,
3761,b'Wed love to feature this on our platforms When and where did you take this To give us permission res':
3762,love: 0.9658461809158325
3763,curiosity: 0.536324143409729
3764,confusion: 0.3604317009449005
3765,
3766,b' vickorano The hug ening began long ag':
3767,neutral: 0.5231218934059143
3768,amusement: 0.36160025000572205
3769,surprise: 0.35824647545814514
3770,
3771,b' vickorano Damn thats one way to fight the ice demons':
3772,admiration: 0.4309735894203186
3773,anger: 0.4209361672401428
3774,neutral: 0.39197131991386414
3775,
3776,b' vickorano':
3777,admiration: 0.9286721348762512
3778,amusement: 0.6430858373641968
3779,love: 0.48082467913627625
3780,
3781,b' celestialwitch6 HOLY SHIT WHERE DO YOU LIVE THE ARCTIC':
3782,curiosity: 0.5787668824195862
3783,anger: 0.47470882534980774
3784,confusion: 0.3951856195926666
3785,
3786,b' DaJibbly Boy aint no way Tennessee is so cold you need a small rocket engine Thats probably toasty af tho damn':
3787,neutral: 0.4679601490497589
3788,disapproval: 0.37002071738243103
3789,annoyance: 0.3648587763309479
3790,
3791,b' vickorano Again garage real breezy and when the breeze outside is cold ':
3792,admiration: 0.48495689034461975
3793,neutral: 0.402773916721344
3794,amusement: 0.38857001066207886
3795,
3796,b' vickorano Because you only thought that only the bitter cold to keep me warm at night line was':
3797,neutral: 0.5003940463066101
3798,approval: 0.36867964267730713
3799,nervousness: 0.35570210218429565
3800,
3801,b' vickorano Seriously tho I need to get my house finish because my Charleston Chew is freezing ':
3802,admiration: 0.4039309322834015
3803,approval: 0.3805219531059265
3804,anger: 0.3788672983646393
3805,
3806,b' vickorano I can only imagine being in a cold garage with nothing but a rocket engine to keep everything alive':
3807,neutral: 0.4704399108886719
3808,approval: 0.3855989873409271
3809,nervousness: 0.3599487841129303
3810,
3811,b'I thaw you this morning Look nice in blue ':
3812,admiration: 0.8163493871688843
3813,approval: 0.38872861862182617
3814,excitement: 0.3598064184188843
3815,
3816,b' vickorano Got up this morning you know I kick on the big heater if only to thaw out my Charlest':
3817,neutral: 0.4637570381164551
3818,curiosity: 0.38807883858680725
3819,confusion: 0.36037352681159973
3820,
3821,b' celestialwitch6 You and your chew':
3822,neutral: 0.6544252038002014
3823,anger: 0.3888242840766907
3824,caring: 0.368789404630661
3825,
3826,b' celestialwitch6 Meh I was at the phramacy for antibiotics for my tooth and they had a 4 for 4 deal HOW COULD I SAY NO ':
3827,neutral: 0.4817754030227661
3828,approval: 0.3657742440700531
3829,curiosity: 0.365586519241333
3830,
3831,b'We have a heat wave coming ':
3832,neutral: 0.6829379200935364
3833,surprise: 0.35544803738594055
3834,disgust: 0.35300716757774353
3835,
3836,b' greta You sound as tho you have a good understanding of how this all doesnt works If only more people saw it this way':
3837,admiration: 0.4195714592933655
3838,curiosity: 0.39956390857696533
3839,neutral: 0.38798850774765015
3840,
3841,b' MikeHamernik CherylScottWX Ginger Zee that absolutely gorgeous feel better soon ':
3842,admiration: 0.5090714693069458
3843,sadness: 0.3829021453857422
3844,approval: 0.3774724304676056
3845,
3846,b'Thanks Been sick since NYE so Im mostly revered More cabin fever at this point ':
3847,gratitude: 0.9899638295173645
3848,embarrassment: 0.3596668541431427
3849,nervousness: 0.3590661287307739
3850,
3851,b' MikeHamernik CherylScottWX Ginger Zee Chicago beautiful jillianmele HeatherChilders':
3852,admiration: 0.9923639297485352
3853,joy: 0.3880518674850464
3854,nervousness: 0.3602820932865143
3855,
3856,b'Thanks ':
3857,gratitude: 0.9890991449356079
3858,joy: 0.4589245319366455
3859,excitement: 0.3944118022918701
3860,
3861,b' MikeHamernik CherylScottWX Ginger Zee Beautiful shot Thanks for leaving your sick bed for this ':
3862,gratitude: 0.9932993650436401
3863,admiration: 0.9562968015670776
3864,pride: 0.3477242887020111
3865,
3866,b' MikeHamernik CherylScottWX Ginger Zee Youre a braver man than I oh wait Im a sensible female so':
3867,sadness: 0.3691784739494324
3868,approval: 0.3646998703479767
3869,excitement: 0.36351677775382996
3870,
3871,b' MikeHamernik CherylScottWX Ginger Zee Nice photo ':
3872,admiration: 0.8243656754493713
3873,joy: 0.38966020941734314
3874,approval: 0.3807891309261322
3875,
3876,b'Was getting cabin fever after 6 straight days in The cold is invigorating':
3877,neutral: 0.5129429697990417
3878,approval: 0.35888543725013733
3879,nervousness: 0.35628822445869446
3880,
3881,b' pgh2o Also encourage those around you to apply pgh2o needs more quality candidates from CityPGH OurH2O':
3882,neutral: 0.5501920580863953
3883,approval: 0.3720545470714569
3884,annoyance: 0.368464857339859
3885,
3886,b'Thankfully we dont have to watch the Bears anymore ':
3887,neutral: 0.5677390098571777
3888,nervousness: 0.3570035994052887
3889,caring: 0.3565557897090912
3890,
3891,b'Happy Monday Sarge':
3892,joy: 0.9980252981185913
3893,excitement: 0.577964723110199
3894,nervousness: 0.37378454208374023
3895,
3896,b'Thawed here Its raining Id rather have the snow Maybe youre pipes will unfreeze ':
3897,curiosity: 0.3781620264053345
3898,anger: 0.37317419052124023
3899,neutral: 0.3715064823627472
3900,
3901,b'Not soon enough ':
3902,neutral: 0.7334159016609192
3903,disapproval: 0.45808109641075134
3904,confusion: 0.38046056032180786
3905,
3906,b'Ice here this morning then big warm up Yay Stay warm Sargie and we hope the pipes thaw fast ':
3907,optimism: 0.9995892643928528
3908,caring: 0.3741622865200043
3909,desire: 0.3606555461883545
3910,
3911,b'Theres going to be a big ice first so be careful':
3912,neutral: 0.6141601204872131
3913,approval: 0.3558041453361511
3914,disgust: 0.35257723927497864
3915,
3916,b'Oh no Ugh ':
3917,neutral: 0.5686913728713989
3918,disapproval: 0.3935416638851166
3919,surprise: 0.37545889616012573
3920,
3921,b' scarboo Im going stir crazy ':
3922,joy: 0.411872535943985
3923,sadness: 0.37534236907958984
3924,optimism: 0.3700152337551117
3925,
3926,b'35 here and sunny Even warmer tomorrow and Wednesday Woo hoo ':
3927,neutral: 0.5115629434585571
3928,annoyance: 0.3696956932544708
3929,sadness: 0.3661656081676483
3930,
3931,b'Youre in Wisconsin right Very warm for WI ':
3932,admiration: 0.41580161452293396
3933,joy: 0.37652087211608887
3934,amusement: 0.375620037317276
3935,
3936,b'I think so too ':
3937,neutral: 0.5477440357208252
3938,approval: 0.38215431571006775
3939,disapproval: 0.3646812438964844
3940,
3941,b'Hi beautiful Have a great day I can see you have found your sub spot ':
3942,admiration: 0.9945448637008667
3943,joy: 0.36345374584198
3944,optimism: 0.36074480414390564
3945,
3946,b'I think youre right Serg X':
3947,neutral: 0.4929943084716797
3948,anger: 0.38779163360595703
3949,disapproval: 0.3716360032558441
3950,
3951,b'Dont get me started on that idiot And yes Poland central and western Europe going to get it ':
3952,neutral: 0.379876047372818
3953,annoyance: 0.37046512961387634
3954,anger: 0.3693827986717224
3955,
3956,b' MikeHamernik CherylScottWX Ginger Zee Another amazing pic by Nick And when down with the flu glad':
3957,admiration: 0.9579530358314514
3958,joy: 0.9457042813301086
3959,pride: 0.35814371705055237
3960,
3961,b'i could live without the big one though its annoying ':
3962,neutral: 0.4454444348812103
3963,approval: 0.3691751956939697
3964,surprise: 0.3593465983867645
3965,
3966,b'Our training got called off last night Just aswell the lads thought on there feet and organised 7s ':
3967,neutral: 0.673972487449646
3968,approval: 0.35848963260650635
3969,surprise: 0.3544585108757019
3970,
3971,b'Only plus is competitive midweek games during the spring evenings However its hardly the time to b':
3972,neutral: 0.5483107566833496
3973,curiosity: 0.38441088795661926
3974,confusion: 0.358125239610672
3975,
3976,b'Amen I mean Ive been waiting for months to walk about smelling like ICE BLAST':
3977,neutral: 0.4437144100666046
3978,curiosity: 0.3844998776912689
3979,approval: 0.37242552638053894
3980,
3981,b'The fountain looks like it needs more than 1 day to thaw out lol':
3982,amusement: 0.9982143640518188
3983,nervousness: 0.35133498907089233
3984,pride: 0.3499831259250641
3985,
3986,b'Hello handsome Sgt William I sure hope youre right enough of the frigid temperatures A big thaw is welcome by me ':
3987,optimism: 0.9990946054458618
3988,admiration: 0.39271795749664307
3989,joy: 0.3662889897823334
3990,
3991,b'Lol i know sun is bright now n feels good ':
3992,amusement: 0.9988753199577332
3993,admiration: 0.4795253872871399
3994,nervousness: 0.35908132791519165
3995,
3996,b' news4buffalo What is a relief triangle ':
3997,curiosity: 0.5929291248321533
3998,neutral: 0.3979886770248413
3999,confusion: 0.37789255380630493
4000,
4001,b'Nalina should do a report on it on the ice ':
4002,neutral: 0.6431575417518616
4003,anger: 0.3855387568473816
4004,curiosity: 0.354658305644989
4005,
4006,b'Good morning Shannon Yes there is a thaw going on Had to have the roof shoveled since water was f':
4007,admiration: 0.44898954033851624
4008,neutral: 0.38928672671318054
4009,optimism: 0.3594987690448761
4010,
4011,b'Im excited for warmer weather My skin cant take this cold So dry ':
4012,approval: 0.38251426815986633
4013,embarrassment: 0.3651021420955658
4014,sadness: 0.3626214563846588
4015,
4016,b'This made a world of difference last year ':
4017,amusement: 0.37532973289489746
4018,admiration: 0.3701133131980896
4019,surprise: 0.36224859952926636
4020,
4021,b' ToddSantos4 news4buffalo My best guess is a strategic cut in the ice to allow for smooth flow rather than ice jams ':
4022,neutral: 0.4613935947418213
4023,admiration: 0.4336601197719574
4024,approval: 0.36822015047073364
4025,
4026,b'Not for Chicago Heaviest snows east amp west of here':
4027,neutral: 0.5160760283470154
4028,disapproval: 0.40143194794654846
4029,anger: 0.3819524645805359
4030,
4031,b'Yes Pups happy Did so much Im down today But so happy its done Whoohooo ':
4032,joy: 0.9967742562294006
4033,excitement: 0.4244386851787567
4034,curiosity: 0.3912746012210846
4035,
4036,b'I am so ashamed that Donald Trump is the President of the United States His vitriol his cruelty and his ignoranc':
4037,neutral: 0.43939676880836487
4038,approval: 0.36190667748451233
4039,admiration: 0.35969915986061096
4040,
4041,b'I join you in shame Honestly looking for the nearest rock to crawl under':
4042,neutral: 0.4436582326889038
4043,love: 0.3680771589279175
4044,admiration: 0.35383909940719604
4045,
4046,b' SophiaBush Open your eyes Im sure there is a rock big enough for you to crawl under not to far away What are you waiting for ':
4047,curiosity: 0.5294775366783142
4048,neutral: 0.4262320101261139
4049,confusion: 0.3854988217353821
4050,
4051,b' SophiaBush Actually up here in the Northeast they are hard to turn over due to the big freeze we had ':
4052,neutral: 0.578842282295227
4053,annoyance: 0.3591671288013458
4054,nervousness: 0.3546256721019745
4055,
4056,b' SophiaBush Why do you need to turn a rock over to crawl under that seems pretty pointless but maybe that':
4057,curiosity: 0.6660332679748535
4058,confusion: 0.4017811715602875
4059,annoyance: 0.3755565881729126
4060,
4061,b' SophiaBush Start looking harder because it cant take to long long to find one suitable enough especially':
4062,neutral: 0.43691280484199524
4063,annoyance: 0.36848020553588867
4064,disapproval: 0.3658023774623871
4065,
4066,b' SophiaBush Yet they still live here Apparently it cant be to horrible having him as your president beca':
4067,neutral: 0.47529473900794983
4068,annoyance: 0.36963897943496704
4069,disapproval: 0.366621196269989
4070,
4071,b' SophiaBush But I would bet a shit ton of money that isnt the case Final thing you can crawl under as m':
4072,neutral: 0.3851129412651062
4073,annoyance: 0.3718166649341583
4074,anger: 0.3692018985748291
4075,
4076,b' SophiaBush Oh I am not ashamed of living in the America I know and love Just appalled by such bigoted':
4077,love: 0.8593785762786865
4078,desire: 0.3736896514892578
4079,disapproval: 0.37327349185943604
4080,
4081,b'According some reading around male mosquitoes are generally smaller ':
4082,neutral: 0.4170187711715698
4083,anger: 0.4149537980556488
4084,annoyance: 0.38282617926597595
4085,
4086,b'Cest officiel part les remarquer dans un redoux je ny connais rien aux moustiques ':
4087,approval: 0.38946348428726196
4088,curiosity: 0.37294837832450867
4089,annoyance: 0.36465752124786377
4090,
4091,b' The Day After tomorrow':
4092,neutral: 0.755929708480835
4093,excitement: 0.3666328489780426
4094,desire: 0.36641666293144226
4095,
4096,b'Smart well done':
4097,admiration: 0.6698607206344604
4098,neutral: 0.5065664649009705
4099,excitement: 0.37512075901031494
4100,
4101,b'Looks great':
4102,admiration: 0.9999951124191284
4103,nervousness: 0.3760300576686859
4104,excitement: 0.356814980506897
4105,
4106,b'Good morning Sunset Beautiful day 19 is not nice Did you get your snowshoes Have a nice Hike':
4107,admiration: 0.9787694215774536
4108,curiosity: 0.4577603340148926
4109,joy: 0.38542550802230835
4110,
4111,b'Yes they came today in the mail ':
4112,neutral: 0.674011766910553
4113,approval: 0.3608241081237793
4114,annoyance: 0.3559432923793793
4115,
4116,b'Golf content from an unlikely source Golf Digest ':
4117,neutral: 0.5443381071090698
4118,joy: 0.42459550499916077
4119,anger: 0.3895290493965149
4120,
4121,b'Mind you beats sleeping in a car all night on a motorway in Scotland ':
4122,neutral: 0.6223195195198059
4123,curiosity: 0.413085401058197
4124,annoyance: 0.3569034934043884
4125,
4126,b'The Old Jocks are tough if that had happened down south it would have been classed as a full sc':
4127,neutral: 0.519477903842926
4128,curiosity: 0.4028286933898926
4129,approval: 0.36571601033210754
4130,
4131,b'Randi You look so beautiful Please please let it warm up ':
4132,admiration: 0.9916573762893677
4133,optimism: 0.37412509322166443
4134,joy: 0.3718723952770233
4135,
4136,b'When are you next out amp about in the snow ':
4137,neutral: 0.506104052066803
4138,curiosity: 0.5023813843727112
4139,anger: 0.3785259425640106
4140,
4141,b'Hopefully tomorrow about 1 30pm at Tinto Planning to skin up and ski down Forecast is decent Ho':
4142,optimism: 0.9818664193153381
4143,curiosity: 0.40346458554267883
4144,caring: 0.38853567838668823
4145,
4146,b'All im seeing is the trend down at the end of next week Just in time for more snow for the weekend ':
4147,neutral: 0.49609890580177307
4148,approval: 0.3610018193721771
4149,embarrassment: 0.35850995779037476
4150,
4151,b'Needs to be warmer temps for big break up ':
4152,neutral: 0.7142966985702515
4153,caring: 0.3556104302406311
4154,disapproval: 0.353708416223526
4155,
4156,b'Ill take this abundant sunshine over snow and teen temps any day ':
4157,curiosity: 0.3712719678878784
4158,neutral: 0.36815309524536133
4159,approval: 0.35716429352760315
4160,
4161,b'Great photo Helen ':
4162,admiration: 0.9998254179954529
4163,excitement: 0.3672134578227997
4164,pride: 0.3659619688987732
4165,
4166,b'Thanks Fiona ':
4167,gratitude: 0.9874535202980042
4168,admiration: 0.42417073249816895
4169,joy: 0.39607107639312744
4170,
4171,b' HelenMacKinven How lovely reminds of Laburnum Our thaw too quick for icicles today ':
4172,neutral: 0.44679784774780273
4173,curiosity: 0.39352837204933167
4174,anger: 0.36914172768592834
4175,
4176,b'Thats fine but the roads are already freezing and no signs of gritter when I left the gym at Callander sq':
4177,neutral: 0.47773030400276184
4178,approval: 0.3708547353744507
4179,annoyance: 0.3707462251186371
4180,
